A0A024QZ18	uc004dmu.4 human
A0A087WU96	uc032bvr.2 human
A0A087WU97	uc057jzy.1 human
A0A087WU98	uc004exx.4 human
A0A087WU99	uc060zjg.1 human
A0A087WUA0	uc063aju.1 human
A0A087WUA1	uc058sya.1 human
A0A087WUA4	uc033bgj.2 human
A0A087WUA5	uc059ibk.1 human
A0A087WUA6	uc060wbb.1 human
A0A087WUA7	uc064fdj.1 human
A0A087WUA8	uc057thw.1 human
A0A087WUA9	uc064cxq.1 human
A0A087WUB0	uc059pio.1 human
A0A087WUB1	uc011kad.1 human
A0A087WUB2	uc057yiw.1 human
A0A087WUB7	uc057dbf.1 human
A0A087WUB9	uc061wwg.1 human
A0A087WUC0	uc064kwx.1 human
A0A087WUC2	uc063iax.1 human
A0A087WUC3	uc057bbd.1 human
A0A087WUC4	uc062yle.1 human
A0A087WUC5	uc065cpu.1 human
A0A087WUC6	uc058fli.1 human
A0A087WUC7	uc057tii.1 human
A0A087WUC8	uc031rhv.2 human
A0A087WUC9	uc060uuj.1 human
A0A087WUD0	uc063suh.1 human
A0A087WUD1	uc032igd.1 human
A0A087WUD2	uc031sms.2 human
A0A087WUD3	uc031sgu.2 human
A0A087WUD4	uc062vcy.1 human
A0A087WUD6	uc064zfu.1 human
A0A087WUD7	uc062wpk.1 human
A0A087WUD9	uc058bna.1 human
A0A087WUE0	uc058xfp.1 human
A0A087WUE1	uc060imy.1 human
A0A087WUE3	uc031vkq.2 human
A0A087WUE4	uc021vbk.2 human
A0A087WUE5	uc060eeu.1 human
A0A087WUE6	uc057ltb.1 human
A0A087WUE7	uc058mym.1 human
A0A087WUE9	uc002pdo.2 human
A0A087WUF0	uc060uuo.1 human
A0A087WUF1	uc057kdn.1 human
A0A087WUF3	uc060pfl.1 human
A0A087WUF5	uc057kfz.1 human
A0A087WUF6	uc003iev.3 human
A0A087WUF8	uc058ekq.1 human
A0A087WUF9	uc021onn.2 human
A0A087WUG0	uc059dpc.1 human
A0A087WUG2	uc060zxy.1 human
A0A087WUG3	uc058chi.1 human
A0A087WUG5	uc064fpd.1 human
A0A087WUG6	uc060iso.1 human
A0A087WUG7	uc057jxe.1 human
A0A087WUG8	uc064vlz.1 human
A0A087WUG9	uc064thu.1 human
A0A087WUH0	uc058ycv.1 human
A0A087WUH1	uc031pps.1 human
A0A087WUH2	uc057kcw.1 human
A0A087WUH3	uc004abq.3 human
A0A087WUH4	uc057sch.1 human
A0A087WUH5	uc061xng.1 human
A0A087WUH9	uc021xyx.2 human
A0A087WUI1	uc065bcm.1 human
A0A087WUI2	uc064cdv.1 human
A0A087WUI3	uc062klx.1 human
A0A087WUI4	uc059ovc.1 human
A0A087WUI6	uc001vjb.4 human
A0A087WUI7	uc062agp.1 human
A0A087WUI8	uc061syn.1 human
A0A087WUJ1	uc061ypf.1 human
A0A087WUJ2	uc064neo.1 human
A0A087WUJ3	uc064cej.1 human
A0A087WUJ4	uc060qet.1 human
A0A087WUJ5	uc064wei.1 human
A0A087WUJ7	uc059lbc.1 human
A0A087WUJ8	uc059ern.1 human
A0A087WUJ9	uc064got.1 human
A0A087WUK1	uc032sdh.1 human
A0A087WUK2	uc003hmt.4 human
A0A087WUK3	uc061wwy.1 human
A0A087WUK4	uc058rvv.1 human
A0A087WUK5	uc060zex.1 human
A0A087WUK6	uc060yjp.1 human
A0A087WUK7	uc057oue.1 human
A0A087WUK8	uc009vkl.3 human
A0A087WUK9	uc064xxk.1 human
A0A087WUL0	uc058bzy.1 human
A0A087WUL1	uc021tlt.2 human
A0A087WUL2	uc060enn.1 human
A0A087WUL4	uc064flz.1 human
A0A087WUL5	uc061kxp.1 human
A0A087WUL6	uc065btv.1 human
A0A087WUL7	uc057tnp.1 human
A0A087WUL8	uc031uxc.2 human
A0A087WUL9	uc057xdm.1 human
A0A087WUM0	uc059cwo.1 human
A0A087WUM2	uc057zrv.1 human
A0A087WUM3	uc021qnr.1 human
A0A087WUM5	uc033cqf.1 human
A0A087WUM7	uc060rmp.1 human
A0A087WUM8	uc061dti.1 human
A0A087WUM9	uc057ctj.1 human
A0A087WUN1	uc062kty.1 human
A0A087WUN2	uc010lzi.1 human
A0A087WUN3	uc057fit.1 human
A0A087WUN4	uc058vmj.1 human
A0A087WUN5	uc021pss.2 human
A0A087WUN6	uc064yry.1 human
A0A087WUN7	uc031qpm.3 human
A0A087WUN8	uc060spt.1 human
A0A087WUP0	uc057tag.1 human
A0A087WUP1	uc064ijp.1 human
A0A087WUP2	uc064xwy.1 human
A0A087WUP3	uc062mlk.1 human
A0A087WUP4	uc058dvp.1 human
A0A087WUP5	uc059mqm.1 human
A0A087WUP6	uc058yno.1 human
A0A087WUP9	uc058vcq.1 human
A0A087WUQ1	uc064lbg.1 human
A0A087WUQ5	uc061wsa.1 human
A0A087WUQ6	uc062jsy.1 human
A0A087WUQ7	uc061igd.1 human
A0A087WUQ9	uc059mnz.1 human
A0A087WUR1	uc060rsh.1 human
A0A087WUR2	uc057khz.1 human
A0A087WUR4	uc057lyz.1 human
A0A087WUR5	uc060qty.1 human
A0A087WUR6	uc057rte.1 human
A0A087WUR8	uc058ajx.1 human
A0A087WUR9	uc061odr.1 human
A0A087WUS0	uc057ukb.1 human
A0A087WUS1	uc061rlk.1 human
A0A087WUS2	uc061lrz.1 human
A0A087WUS3	uc062ojz.1 human
A0A087WUS4	uc057okf.1 human
A0A087WUS5	uc064qdi.1 human
A0A087WUS7	uc059gdo.1 human
A0A087WUS8	uc064ofs.1 human
A0A087WUS9	uc059qye.1 human
A0A087WUT0	uc059ixa.1 human
A0A087WUT1	uc061tng.1 human
A0A087WUT2	uc060smr.1 human
A0A087WUT5	uc064qzy.1 human
A0A087WUT6	uc061mgu.1 human
A0A087WUT8	uc021wxh.2 human
A0A087WUU1	uc060yva.1 human
A0A087WUU2	uc058wab.1 human
A0A087WUU3	uc057elj.1 human
A0A087WUU4	uc060eev.1 human
A0A087WUU5	uc060rcd.1 human
A0A087WUU6	uc059wnx.1 human
A0A087WUU7	uc057sjs.1 human
A0A087WUU8	uc060wgl.1 human
A0A087WUU9	uc061iql.1 human
A0A087WUV0	uc061ltb.1 human
A0A087WUV1	uc057mhy.1 human
A0A087WUV3	uc057gee.1 human
A0A087WUV4	uc060nsm.1 human
A0A087WUV5	uc059myn.1 human
A0A087WUV6	uc057dte.1 human
A0A087WUV7	uc057wsq.1 human
A0A087WUV8	uc060qpd.1 human
A0A087WUV9	uc064ebj.1 human
A0A087WUW0	uc062egx.1 human
A0A087WUW1	uc062kzp.1 human
A0A087WUW2	uc057kdq.1 human
A0A087WUW3	uc057ckq.1 human
A0A087WUW5	uc060qqz.1 human
A0A087WUW6	uc065cho.1 human
A0A087WUW7	uc031sdk.1 human
A0A087WUW9	uc063dod.1 human
A0A087WUX0	uc058oza.1 human
A0A087WUX1	uc001ish.3 human
A0A087WUX2	uc060rhb.1 human
A0A087WUX3	uc061qll.1 human
A0A087WUX4	uc058jup.1 human
A0A087WUX6	uc061yhm.1 human
A0A087WUX7	uc057exf.1 human
A0A087WUX8	uc065ads.1 human
A0A087WUX9	uc064zqx.1 human
A0A087WUY2	uc064vfe.1 human
A0A087WUY3	uc057tli.1 human
A0A087WUY4	uc057ghi.1 human
A0A087WUY5	uc061voo.1 human
A0A087WUY6	uc033ecy.2 human
A0A087WUY7	uc060owe.1 human
A0A087WUY8	uc058yuy.1 human
A0A087WUY9	uc057dbk.1 human
A0A087WUZ0	uc058jum.1 human
A0A087WUZ2	uc060ynv.1 human
A0A087WUZ3	uc061jei.1 human
A0A087WUZ6	uc057hcm.1 human
A0A087WUZ7	uc032zfw.2 human
A0A087WUZ8	uc059pau.1 human
A0A087WUZ9	uc061tuo.1 human
A0A087WV00	uc064iji.1 human
A0A087WV01	uc063pot.1 human
A0A087WV02	uc060xqa.1 human
A0A087WV04	uc010pmo.5 human
A0A087WV05	uc021olq.2 human
A0A087WV06	uc060oom.1 human
A0A087WV07	uc058uve.1 human
A0A087WV08	uc058zfa.1 human
A0A087WV09	uc060efg.1 human
A0A087WV11	uc064eoc.1 human
A0A087WV12	uc064iua.1 human
A0A087WV13	uc060wfw.1 human
A0A087WV14	uc062vcl.1 human
A0A087WV16	uc057jwe.1 human
A0A087WV17	uc002qda.5 human
A0A087WV18	uc064edb.1 human
A0A087WV19	uc057khx.1 human
A0A087WV20	uc032nrf.2 human
A0A087WV21	uc062xcy.1 human
A0A087WV22	uc033fbf.1 human
A0A087WV23	uc057dpw.1 human
A0A087WV24	uc022adb.2 human
A0A087WV25	uc011egp.2 human
A0A087WV26	uc064xkm.1 human
A0A087WV29	uc058ahd.1 human
A0A087WV30	uc065chq.1 human
A0A087WV31	uc058lrm.1 human
A0A087WV33	uc031sfy.2 human
A0A087WV34	uc031pqm.1 human
A0A087WV37	uc058lee.1 human
A0A087WV39	uc057gdr.1 human
A0A087WV40	uc063gqo.1 human
A0A087WV41	uc062qeb.1 human
A0A087WV42	uc058lgd.1 human
A0A087WV43	uc058vly.1 human
A0A087WV44	uc058iux.1 human
A0A087WV45	uc060ofv.1 human
A0A087WV46	uc064gau.1 human
A0A087WV47	uc059gdf.1 human
A0A087WV48	uc061uxt.1 human
A0A087WV49	uc064gcp.1 human
A0A087WV50	uc060aqm.1 human
A0A087WV51	uc060qtp.1 human
A0A087WV52	uc063dkx.1 human
A0A087WV53	uc032oth.1 human
A0A087WV54	uc058voz.1 human
A0A087WV55	uc059oun.1 human
A0A087WV56	uc058bbj.1 human
A0A087WV57	uc061xnr.1 human
A0A087WV58	uc058hfq.1 human
A0A087WV59	uc059ssn.1 human
A0A087WV61	uc064ozd.1 human
A0A087WV62	uc064isr.1 human
A0A087WV63	uc063jcu.1 human
A0A087WV64	uc062lel.1 human
A0A087WV65	uc058jdo.1 human
A0A087WV66	uc057wuz.1 human
A0A087WV67	uc033bgh.2 human
A0A087WV68	uc057cef.1 human
A0A087WV69	uc057bxq.1 human
A0A087WV72	uc057ptw.1 human
A0A087WV73	uc058kgq.1 human
A0A087WV74	uc032qga.2 human
A0A087WV75	uc058hjp.1 human
A0A087WV76	uc057ode.1 human
A0A087WV78	uc060qds.1 human
A0A087WV79	uc059erj.1 human
A0A087WV81	uc060ask.1 human
A0A087WV83	uc003zwr.4 human
A0A087WV84	uc064zda.1 human
A0A087WV85	uc059yhs.1 human
A0A087WV86	uc010aen.2 human
A0A087WV88	uc063hln.1 human
A0A087WV90	uc064ylv.1 human
A0A087WV91	uc058roi.1 human
A0A087WV92	uc061xwo.1 human
A0A087WV93	uc058jur.1 human
A0A087WV94	uc059jkb.1 human
A0A087WV96	uc064fwt.1 human
A0A087WV97	uc021oma.2 human
A0A087WV98	uc060whj.1 human
A0A087WV99	uc059tzc.1 human
A0A087WVA0	uc031usr.1 human
A0A087WVA1	uc062pap.1 human
A0A087WVA2	uc064tmm.1 human
A0A087WVA3	uc057svo.1 human
A0A087WVA7	uc064jjb.1 human
A0A087WVA8	uc060iup.1 human
A0A087WVB2	uc058zpf.1 human
A0A087WVB3	uc021tjt.1 human
A0A087WVB5	uc064ecj.1 human
A0A087WVB6	uc057oxg.1 human
A0A087WVB7	uc062pjj.1 human
A0A087WVB8	uc061wrz.1 human
A0A087WVB9	uc032hwq.1 human
A0A087WVC0	uc058hfl.1 human
A0A087WVC1	uc057tsf.1 human
A0A087WVC2	uc057tlp.1 human
A0A087WVC3	uc064zjd.1 human
A0A087WVC4	uc010orv.3 human
A0A087WVC5	uc064jaq.1 human
A0A087WVC6	uc058bip.1 human
A0A087WVC7	uc057kdb.1 human
A0A087WVC8	uc064zja.1 human
A0A087WVC9	uc058xkq.1 human
A0A087WVD0	uc058hjt.1 human
A0A087WVD1	uc061cre.1 human
A0A087WVD2	uc057ckm.1 human
A0A087WVD3	uc059hsd.1 human
A0A087WVD4	uc057vru.1 human
A0A087WVD5	uc059mng.1 human
A0A087WVD6	uc057szy.1 human
A0A087WVD7	uc063egd.1 human
A0A087WVD8	uc058byn.1 human
A0A087WVD9	uc003aal.3 human
A0A087WVE0	uc059nej.1 human
A0A087WVE1	uc063jcr.1 human
A0A087WVE2	uc064wxu.1 human
A0A087WVE3	uc057khv.1 human
A0A087WVE4	uc063smv.1 human
A0A087WVE5	uc064yah.1 human
A0A087WVE6	uc062ksl.1 human
A0A087WVE7	uc062bsq.1 human
A0A087WVE8	uc058yjw.1 human
A0A087WVE9	uc059mjr.1 human
A0A087WVF0	uc061udi.1 human
A0A087WVF1	uc060ove.1 human
A0A087WVF3	uc032fex.2 human
A0A087WVF4	uc063frz.1 human
A0A087WVF5	uc033dla.1 human
A0A087WVF6	uc064vly.1 human
A0A087WVF7	uc061hcl.1 human
A0A087WVF8	uc031uvp.2 human
A0A087WVG0	uc057kka.1 human
A0A087WVG1	uc060efu.1 human
A0A087WVG2	uc061avs.1 human
A0A087WVG3	uc064xda.1 human
A0A087WVG4	uc063nxb.1 human
A0A087WVG5	uc065aso.1 human
A0A087WVG6	uc060rds.1 human
A0A087WVG7	uc064cpi.1 human
A0A087WVG8	uc057kfx.1 human
A0A087WVG9	uc060uul.1 human
A0A087WVH0	uc060ehg.1 human
A0A087WVH1	uc058hgt.1 human
A0A087WVH3	uc057ske.1 human
A0A087WVH4	uc061vpz.1 human
A0A087WVH5	uc062uge.1 human
A0A087WVH6	uc061wcd.1 human
A0A087WVH9	uc031rjk.1 human
A0A087WVI0	uc060jln.1 human
A0A087WVI1	uc064lay.1 human
A0A087WVI2	uc010fhx.5 human
A0A087WVI3	uc058gly.1 human
A0A087WVI4	uc032icl.2 human
A0A087WVI5	uc060fev.1 human
A0A087WVI6	uc060pnu.1 human
A0A087WVI8	uc060rzr.1 human
A0A087WVI9	uc057qww.1 human
A0A087WVJ0	uc057lmv.1 human
A0A087WVJ7	uc063pjy.1 human
A0A087WVJ8	uc061crt.1 human
A0A087WVK0	uc061rfu.1 human
A0A087WVK1	uc032pld.2 human
A0A087WVK4	uc060owv.1 human
A0A087WVK5	uc057lqb.1 human
A0A087WVK8	uc064gaz.1 human
A0A087WVK9	uc059wsi.1 human
A0A087WVL1	uc064wxx.1 human
A0A087WVL4	uc060ivf.1 human
A0A087WVL5	uc064lji.1 human
A0A087WVL7	uc060enx.1 human
A0A087WVL9	uc059gsi.1 human
A0A087WVM0	uc064cxj.1 human
A0A087WVM1	uc063pzo.1 human
A0A087WVM2	uc032hyu.2 human
A0A087WVM3	uc057iap.1 human
A0A087WVM4	uc021zgt.2 human
A0A087WVM5	uc063rvl.1 human
A0A087WVM6	uc009wen.3 human
A0A087WVM7	uc058kpp.1 human
A0A087WVM8	uc059xde.1 human
A0A087WVN0	uc064awe.1 human
A0A087WVN1	uc057wqb.1 human
A0A087WVN2	uc033dbq.2 human
A0A087WVN3	uc063ruo.1 human
A0A087WVN4	uc057lpn.1 human
A0A087WVN5	uc060qvb.1 human
A0A087WVN7	uc058gjr.1 human
A0A087WVN8	uc061xgz.1 human
A0A087WVP0	uc058dni.1 human
A0A087WVP1	uc063bou.1 human
A0A087WVP2	uc059iny.1 human
A0A087WVP4	uc011alf.3 human
A0A087WVP6	uc064cjv.1 human
A0A087WVP7	uc021tlq.1 human
A0A087WVP8	uc062asz.1 human
A0A087WVP9	uc060xqd.1 human
A0A087WVQ0	uc059jfk.1 human
A0A087WVQ2	uc060aki.1 human
A0A087WVQ4	uc057kie.1 human
A0A087WVQ6	uc002ixr.1 human
A0A087WVQ9	uc021zbt.2 human
A0A087WVR1	uc060yve.1 human
A0A087WVR2	uc058ynw.1 human
A0A087WVR3	uc032hkm.2 human
A0A087WVR6	uc032fei.2 human
A0A087WVR7	uc010uoe.3 human
A0A087WVS2	uc060qcw.1 human
A0A087WVS3	uc059iik.1 human
A0A087WVS4	uc031ups.1 human
A0A087WVS5	uc061uvv.1 human
A0A087WVS7	uc010gwg.4 human
A0A087WVS8	uc057xsq.1 human
A0A087WVT0	uc057szv.1 human
A0A087WVT1	uc021tgj.2 human
A0A087WVT2	uc062llv.1 human
A0A087WVT3	uc032zjv.2 human
A0A087WVT5	uc060rfv.1 human
A0A087WVT6	uc057gud.1 human
A0A087WVT8	uc064hvz.1 human
A0A087WVT9	uc032dnh.2 human
A0A087WVU0	uc064gay.1 human
A0A087WVU1	uc058hke.1 human
A0A087WVU3	uc057vhx.1 human
A0A087WVU4	uc057khs.1 human
A0A087WVU5	uc057ket.1 human
A0A087WVU6	uc059aoe.1 human
A0A087WVU7	uc064rty.1 human
A0A087WVU8	uc061ioi.1 human
A0A087WVV0	uc061yhe.1 human
A0A087WVV1	uc021olh.3 human
A0A087WVV2	uc061voa.1 human
A0A087WVV4	uc060ehf.1 human
A0A087WVV5	uc032hxs.2 human
A0A087WVV7	uc060emm.1 human
A0A087WVV8	uc057jwr.1 human
A0A087WVW0	uc062ata.1 human
A0A087WVW1	uc059rbs.1 human
A0A087WVW2	uc059gdm.1 human
A0A087WVW3	uc062vpn.1 human
A0A087WVW4	uc059iii.1 human
A0A087WVW5	uc057gdp.1 human
A0A087WVW6	uc032fib.2 human
A0A087WVW7	uc065cav.1 human
A0A087WVW8	uc062kbp.1 human
A0A087WVW9	uc062vcu.1 human
A0A087WVX1	uc032ngt.2 human
A0A087WVX3	uc032flj.2 human
A0A087WVX4	uc057gsk.1 human
A0A087WVX5	uc057scf.1 human
A0A087WVX6	uc057cep.1 human
A0A087WVX7	uc064zii.1 human
A0A087WVX8	uc058mfv.1 human
A0A087WVX9	uc063owb.1 human
A0A087WVY0	uc061pjg.1 human
A0A087WVY1	uc060emx.1 human
A0A087WVY2	uc060fva.1 human
A0A087WVY3	uc032zrr.2 human
A0A087WVY5	uc021omk.2 human
A0A087WVY6	uc059cbi.1 human
A0A087WVY8	uc060rdc.1 human
A0A087WVZ0	uc063svd.1 human
A0A087WVZ1	uc064yqn.1 human
A0A087WVZ2	uc060fol.1 human
A0A087WVZ3	uc060roi.1 human
A0A087WVZ4	uc059rxl.1 human
A0A087WVZ5	uc059grx.1 human
A0A087WVZ6	uc010ghr.3 human
A0A087WVZ7	uc032hzl.2 human
A0A087WVZ8	uc059gsj.1 human
A0A087WVZ9	uc060qvh.1 human
A0A087WW00	uc021prc.2 human
A0A087WW03	uc063ion.1 human
A0A087WW05	uc064net.1 human
A0A087WW06	uc062ctm.1 human
A0A087WW07	uc063gvy.1 human
A0A087WW08	uc057szu.1 human
A0A087WW09	uc057pxp.1 human
A0A087WW10	uc060ehm.1 human
A0A087WW12	uc061ijw.1 human
A0A087WW13	uc058iek.1 human
A0A087WW14	uc061pur.1 human
A0A087WW16	uc061bkf.1 human
A0A087WW17	uc058vui.1 human
A0A087WW18	uc057elf.1 human
A0A087WW20	uc057lqa.1 human
A0A087WW22	uc062hhd.1 human
A0A087WW23	uc010tdr.3 human
A0A087WW25	uc059bqt.1 human
A0A087WW26	uc061ifw.1 human
A0A087WW27	uc064zua.1 human
A0A087WW28	uc064zeq.1 human
A0A087WW29	uc057fht.1 human
A0A087WW30	uc064kxj.1 human
A0A087WW31	uc061liv.1 human
A0A087WW33	uc063qjs.1 human
A0A087WW35	uc060ikx.1 human
A0A087WW36	uc057kfd.1 human
A0A087WW37	uc064znx.1 human
A0A087WW38	uc058vua.1 human
A0A087WW39	uc002hqi.5 human
A0A087WW40	uc001dly.4 human
A0A087WW41	uc060eis.1 human
A0A087WW42	uc058vkp.1 human
A0A087WW43	uc062kqa.1 human
A0A087WW44	uc004avi.5 human
A0A087WW45	uc057ymr.1 human
A0A087WW46	uc059rbz.1 human
A0A087WW47	uc057kcz.1 human
A0A087WW48	uc064uks.1 human
A0A087WW49	uc032bur.2 human
A0A087WW51	uc064nek.1 human
A0A087WW53	uc058egq.1 human
A0A087WW54	uc058aeq.1 human
A0A087WW55	uc064ite.1 human
A0A087WW56	uc057jzj.1 human
A0A087WW58	uc061hhm.1 human
A0A087WW59	uc058apt.1 human
A0A087WW60	uc059xgu.1 human
A0A087WW61	uc057cej.1 human
A0A087WW63	uc060uig.1 human
A0A087WW65	uc010nls.4 human
A0A087WW66	uc061tln.1 human
A0A087WW67	uc062qbh.1 human
A0A087WW69	uc061hoo.1 human
A0A087WW70	uc061pvg.1 human
A0A087WW71	uc058bbm.1 human
A0A087WW72	uc057gdi.1 human
A0A087WW73	uc061vif.1 human
A0A087WW74	uc063sdm.1 human
A0A087WW75	uc062hha.1 human
A0A087WW76	uc057she.1 human
A0A087WW77	uc060cbr.1 human
A0A087WW78	uc057kfp.1 human
A0A087WW79	uc059cxi.1 human
A0A087WW80	uc031rwf.1 human
A0A087WW81	uc057csp.1 human
A0A087WW82	uc057kfo.1 human
A0A087WW83	uc060elt.1 human
A0A087WW84	uc057grj.1 human
A0A087WW85	uc031tph.2 human
A0A087WW86	uc058wtl.1 human
A0A087WW87	uc061lrf.1 human
A0A087WW88	uc062lsb.1 human
A0A087WW89	uc059ghh.1 human
A0A087WW90	uc011kfl.3 human
A0A087WW91	uc062guw.1 human
A0A087WW92	uc064zcz.1 human
A0A087WW93	uc057kds.1 human
A0A087WW94	uc060ekt.1 human
A0A087WW95	uc058tqz.1 human
A0A087WW96	uc032rek.2 human
A0A087WW97	uc060rgq.1 human
A0A087WWA0	uc064hwf.1 human
A0A087WWA1	uc057gct.1 human
A0A087WWA2	uc059own.1 human
A0A087WWA3	uc001aqy.4 human
A0A087WWA4	uc064ltl.1 human
A0A087WWA5	uc063nnz.1 human
A0A087WWA7	uc057bdq.1 human
A0A087WWB0	uc064ngj.1 human
A0A087WWB2	uc057vbr.1 human
A0A087WWB5	uc058yjh.1 human
A0A087WWB6	uc062mjg.1 human
A0A087WWB7	uc057kfa.1 human
A0A087WWB8	uc061wdi.1 human
A0A087WWB9	uc031ppk.1 human
A0A087WWC0	uc060qok.1 human
A0A087WWC2	uc063lsv.1 human
A0A087WWC3	uc062wtq.1 human
A0A087WWC4	uc064yet.1 human
A0A087WWC5	uc061xdl.1 human
A0A087WWC6	uc058zhj.1 human
A0A087WWC7	uc059xwy.1 human
A0A087WWC8	uc059ixg.1 human
A0A087WWC9	uc062cds.1 human
A0A087WWD0	uc001auu.1 human
A0A087WWD1	uc061doc.1 human
A0A087WWD4	uc058hjr.1 human
A0A087WWD5	uc065cdy.1 human
A0A087WWD6	uc061xch.1 human
A0A087WWD8	uc058hvd.1 human
A0A087WWD9	uc057two.1 human
A0A087WWE0	uc059nek.1 human
A0A087WWE2	uc060aps.1 human
A0A087WWE4	uc061nuz.1 human
A0A087WWE5	uc060esp.1 human
A0A087WWE6	uc061wtc.1 human
A0A087WWE7	uc064oci.1 human
A0A087WWE9	uc062vcz.1 human
A0A087WWF0	uc059gha.1 human
A0A087WWF1	uc062dhm.1 human
A0A087WWF2	uc064zcx.1 human
A0A087WWF3	uc058zph.1 human
A0A087WWF4	uc061hrj.1 human
A0A087WWF5	uc060rgm.1 human
A0A087WWF6	uc003tkf.6 human
A0A087WWF8	uc058oyw.1 human
A0A087WWG0	uc065aay.1 human
A0A087WWG1	uc058eef.1 human
A0A087WWG3	uc004agl.6 human
A0A087WWG5	uc057gdh.1 human
A0A087WWG7	uc057vpn.1 human
A0A087WWG8	uc058zep.1 human
A0A087WWG9	uc060sab.1 human
A0A087WWH0	uc060pbr.1 human
A0A087WWH3	uc061ani.1 human
A0A087WWH4	uc058edz.1 human
A0A087WWH9	uc064enz.1 human
A0A087WWI0	uc057ugz.1 human
A0A087WWI1	uc063swd.1 human
A0A087WWI2	uc057kiq.1 human
A0A087WWI3	uc060xrt.1 human
A0A087WWI4	uc058ids.1 human
A0A087WWI5	uc057tlt.1 human
A0A087WWI6	uc060ioo.1 human
A0A087WWI8	uc059uzz.1 human
A0A087WWI9	uc061gwr.1 human
A0A087WWJ0	uc057sce.1 human
A0A087WWJ1	uc061iza.1 human
A0A087WWJ2	uc062mom.1 human
A0A087WWJ3	uc057xtb.1 human
A0A087WWJ5	uc058hkh.1 human
A0A087WWJ6	uc057wfs.1 human
A0A087WWJ7	uc057fmr.1 human
A0A087WWJ8	uc060pvy.1 human
A0A087WWJ9	uc062xwm.1 human
A0A087WWK0	uc061dkm.1 human
A0A087WWK1	uc057vcg.1 human
A0A087WWK2	uc057hsm.1 human
A0A087WWK3	uc059bqo.1 human
A0A087WWK4	uc057kin.1 human
A0A087WWK5	uc058jul.1 human
A0A087WWK6	uc064rtu.1 human
A0A087WWK8	uc032reu.2 human
A0A087WWK9	uc061pxz.1 human
A0A087WWL1	uc059gsa.1 human
A0A087WWL2	uc062cfx.1 human
A0A087WWL4	uc060rki.1 human
A0A087WWL5	uc032iar.1 human
A0A087WWL8	uc058uwm.1 human
A0A087WWL9	uc063mzx.1 human
A0A087WWM0	uc031pls.2 human
A0A087WWM1	uc031vap.2 human
A0A087WWM2	uc057lmy.1 human
A0A087WWM3	uc021qkp.1 human
A0A087WWM4	uc059acq.1 human
A0A087WWM5	uc062lpr.1 human
A0A087WWM6	uc002zok.5 human
A0A087WWM7	uc062per.1 human
A0A087WWM8	uc032fcu.1 human
A0A087WWN0	uc061weo.1 human
A0A087WWN1	uc058wrs.1 human
A0A087WWN2	uc058ymi.1 human
A0A087WWN3	uc060rfd.1 human
A0A087WWN4	uc058hvz.1 human
A0A087WWN5	uc060ejf.1 human
A0A087WWN6	uc059gpb.1 human
A0A087WWN7	uc059asj.1 human
A0A087WWN8	uc063fur.1 human
A0A087WWN9	uc060jrp.1 human
A0A087WWP0	uc060smq.1 human
A0A087WWP1	uc059nez.1 human
A0A087WWP2	uc058vzz.1 human
A0A087WWP4	uc057jdn.1 human
A0A087WWP5	uc057yne.1 human
A0A087WWP6	uc059stk.1 human
A0A087WWP7	uc062lcj.1 human
A0A087WWP8	uc057jny.1 human
A0A087WWP9	uc065amf.1 human
A0A087WWQ0	uc059ygx.1 human
A0A087WWQ1	uc031uov.2 human
A0A087WWQ2	uc058kpm.1 human
A0A087WWQ3	uc064rkg.1 human
A0A087WWQ4	uc057lak.1 human
A0A087WWQ5	uc064zsh.1 human
A0A087WWQ6	uc064ywz.1 human
A0A087WWQ7	uc060zja.1 human
A0A087WWQ8	uc022amb.2 human
A0A087WWQ9	uc065chk.1 human
A0A087WWR0	uc064gbb.1 human
A0A087WWR2	uc059suk.1 human
A0A087WWR3	uc060scm.1 human
A0A087WWR4	uc060ekc.1 human
A0A087WWR5	uc062vov.1 human
A0A087WWR6	uc065blv.1 human
A0A087WWR8	uc064nni.1 human
A0A087WWR9	uc058wvf.1 human
A0A087WWS1	uc060mry.1 human
A0A087WWS5	uc062kbs.1 human
A0A087WWS6	uc003zpa.3 human
A0A087WWS7	uc060spm.1 human
A0A087WWS8	uc060eiu.1 human
A0A087WWS9	uc060ehq.1 human
A0A087WWT0	uc058ztg.1 human
A0A087WWT1	uc057ctt.1 human
A0A087WWT2	uc032wjv.2 human
A0A087WWT3	uc062xfo.1 human
A0A087WWT4	uc021ufc.3 human
A0A087WWT5	uc062cdr.1 human
A0A087WWT6	uc022axu.1 human
A0A087WWT7	uc064vqa.1 human
A0A087WWT8	uc031rto.1 human
A0A087WWU0	uc065ayd.1 human
A0A087WWU1	uc032opu.2 human
A0A087WWU3	uc061yyi.1 human
A0A087WWU4	uc065bln.1 human
A0A087WWU7	uc062cdu.1 human
A0A087WWU8	uc031ppo.1 human
A0A087WWU9	uc063gaz.1 human
A0A087WWV0	uc011cjf.3 human
A0A087WWV1	uc058ygq.1 human
A0A087WWV2	uc031rpb.2 human
A0A087WWV3	uc058eer.1 human
A0A087WWV4	uc061met.1 human
A0A087WWV5	uc064yzg.1 human
A0A087WWV6	uc032zpz.2 human
A0A087WWV7	uc061wxk.1 human
A0A087WWV8	uc061lqb.1 human
A0A087WWV9	uc033cpd.2 human
A0A087WWW0	uc059tjv.1 human
